rxnID	rxnName	equation	flux
r_2675	MLCL (2-18:1, 3-16:0, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-16:0, 4-16:1) + phosphatidylcholine (1-18:1, 2-18:1) --> 1-acylglycerophosphocholine (18:1) + cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)	0.0
r_2675_REV	MLCL (2-18:1, 3-16:0, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + 1-acylglycerophosphocholine (18:1) + cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1) --> monolysocardiolipin (2-18:1, 3-16:0, 4-16:1) + phosphatidylcholine (1-18:1, 2-18:1)	0.0
r_2676	MLCL (2-18:1, 3-16:1, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-16:1, 4-16:1) + phosphatidylcholine (1-16:0, 2-16:1) --> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1) + 1-acylglycerophosphocholine (16:0)	0.0
r_2676_REV	MLCL (2-18:1, 3-16:1, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1) + 1-acylglycerophosphocholine (16:0) --> monolysocardiolipin (2-18:1, 3-16:1, 4-16:1) + phosphatidylcholine (1-16:0, 2-16:1)	0.0
r_2677	MLCL (2-18:1, 3-16:1, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-16:1, 4-16:1) + phosphatidylcholine (1-16:1, 2-16:1) --> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1) + 1-acylglycerophosphocholine (16:1)	0.0
r_2677_REV	MLCL (2-18:1, 3-16:1, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1) + 1-acylglycerophosphocholine (16:1) --> monolysocardiolipin (2-18:1, 3-16:1, 4-16:1) + phosphatidylcholine (1-16:1, 2-16:1)	0.0
r_2678	MLCL (2-18:1, 3-16:1, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-16:1, 4-16:1) + phosphatidylcholine (1-18:0, 2-16:1) --> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1) + 1-acylglycerophosphocholine (18:0)	0.0
r_2678_REV	MLCL (2-18:1, 3-16:1, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1) + 1-acylglycerophosphocholine (18:0) --> monolysocardiolipin (2-18:1, 3-16:1, 4-16:1) + phosphatidylcholine (1-18:0, 2-16:1)	0.0
r_2679	MLCL (2-18:1, 3-16:1, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-16:1, 4-16:1) + phosphatidylcholine (1-18:1, 2-16:1) --> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1) + 1-acylglycerophosphocholine (18:1)	0.0
r_2679_REV	MLCL (2-18:1, 3-16:1, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1) + 1-acylglycerophosphocholine (18:1) --> monolysocardiolipin (2-18:1, 3-16:1, 4-16:1) + phosphatidylcholine (1-18:1, 2-16:1)	0.0
r_2680	MLCL (2-18:1, 3-16:1, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-16:1, 4-16:1) + phosphatidylcholine (1-16:0, 2-18:1) --> 1-acylglycerophosphocholine (16:0) + cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)	0.0
r_2680_REV	MLCL (2-18:1, 3-16:1, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + 1-acylglycerophosphocholine (16:0) + cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1) --> monolysocardiolipin (2-18:1, 3-16:1, 4-16:1) + phosphatidylcholine (1-16:0, 2-18:1)	0.0
r_2681	MLCL (2-18:1, 3-16:1, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-16:1, 4-16:1) + phosphatidylcholine (1-16:1, 2-18:1) --> 1-acylglycerophosphocholine (16:1) + cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)	0.0
r_2681_REV	MLCL (2-18:1, 3-16:1, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + 1-acylglycerophosphocholine (16:1) + cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1) --> monolysocardiolipin (2-18:1, 3-16:1, 4-16:1) + phosphatidylcholine (1-16:1, 2-18:1)	0.0
r_2682	MLCL (2-18:1, 3-16:1, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-16:1, 4-16:1) + phosphatidylcholine (1-18:0, 2-18:1) --> 1-acylglycerophosphocholine (18:0) + cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)	0.0
r_2682_REV	MLCL (2-18:1, 3-16:1, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + 1-acylglycerophosphocholine (18:0) + cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1) --> monolysocardiolipin (2-18:1, 3-16:1, 4-16:1) + phosphatidylcholine (1-18:0, 2-18:1)	0.0
r_2683	MLCL (2-18:1, 3-16:1, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-16:1, 4-16:1) + phosphatidylcholine (1-18:1, 2-18:1) --> 1-acylglycerophosphocholine (18:1) + cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)	0.0
r_2683_REV	MLCL (2-18:1, 3-16:1, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + 1-acylglycerophosphocholine (18:1) + cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1) --> monolysocardiolipin (2-18:1, 3-16:1, 4-16:1) + phosphatidylcholine (1-18:1, 2-18:1)	0.0
r_2684	MLCL (2-18:1, 3-18:0, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-18:0, 4-16:1) + phosphatidylcholine (1-16:0, 2-16:1) --> cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1) + 1-acylglycerophosphocholine (16:0)	0.0
r_2684_REV	MLCL (2-18:1, 3-18:0, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1) + 1-acylglycerophosphocholine (16:0) --> monolysocardiolipin (2-18:1, 3-18:0, 4-16:1) + phosphatidylcholine (1-16:0, 2-16:1)	0.0
r_2685	MLCL (2-18:1, 3-18:0, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-18:0, 4-16:1) + phosphatidylcholine (1-16:1, 2-16:1) --> cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1) + 1-acylglycerophosphocholine (16:1)	0.0
r_2685_REV	MLCL (2-18:1, 3-18:0, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1) + 1-acylglycerophosphocholine (16:1) --> monolysocardiolipin (2-18:1, 3-18:0, 4-16:1) + phosphatidylcholine (1-16:1, 2-16:1)	0.0
r_2686	MLCL (2-18:1, 3-18:0, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-18:0, 4-16:1) + phosphatidylcholine (1-18:0, 2-16:1) --> cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1) + 1-acylglycerophosphocholine (18:0)	0.0
r_2686_REV	MLCL (2-18:1, 3-18:0, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1) + 1-acylglycerophosphocholine (18:0) --> monolysocardiolipin (2-18:1, 3-18:0, 4-16:1) + phosphatidylcholine (1-18:0, 2-16:1)	0.0
r_2687	MLCL (2-18:1, 3-18:0, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-18:0, 4-16:1) + phosphatidylcholine (1-18:1, 2-16:1) --> cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1) + 1-acylglycerophosphocholine (18:1)	0.0
r_2687_REV	MLCL (2-18:1, 3-18:0, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1) + 1-acylglycerophosphocholine (18:1) --> monolysocardiolipin (2-18:1, 3-18:0, 4-16:1) + phosphatidylcholine (1-18:1, 2-16:1)	0.0
r_2688	MLCL (2-18:1, 3-18:0, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-18:0, 4-16:1) + phosphatidylcholine (1-16:0, 2-18:1) --> 1-acylglycerophosphocholine (16:0) + cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)	0.0
r_2688_REV	MLCL (2-18:1, 3-18:0, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + 1-acylglycerophosphocholine (16:0) + cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1) --> monolysocardiolipin (2-18:1, 3-18:0, 4-16:1) + phosphatidylcholine (1-16:0, 2-18:1)	0.0
r_2689	MLCL (2-18:1, 3-18:0, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-18:0, 4-16:1) + phosphatidylcholine (1-16:1, 2-18:1) --> 1-acylglycerophosphocholine (16:1) + cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)	0.0
r_2689_REV	MLCL (2-18:1, 3-18:0, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + 1-acylglycerophosphocholine (16:1) + cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1) --> monolysocardiolipin (2-18:1, 3-18:0, 4-16:1) + phosphatidylcholine (1-16:1, 2-18:1)	0.0
r_2690	MLCL (2-18:1, 3-18:0, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-18:0, 4-16:1) + phosphatidylcholine (1-18:0, 2-18:1) --> 1-acylglycerophosphocholine (18:0) + cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)	0.0
r_2690_REV	MLCL (2-18:1, 3-18:0, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + 1-acylglycerophosphocholine (18:0) + cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1) --> monolysocardiolipin (2-18:1, 3-18:0, 4-16:1) + phosphatidylcholine (1-18:0, 2-18:1)	0.0
r_2691	MLCL (2-18:1, 3-18:0, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-18:0, 4-16:1) + phosphatidylcholine (1-18:1, 2-18:1) --> 1-acylglycerophosphocholine (18:1) + cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)	0.0
r_2691_REV	MLCL (2-18:1, 3-18:0, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + 1-acylglycerophosphocholine (18:1) + cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1) --> monolysocardiolipin (2-18:1, 3-18:0, 4-16:1) + phosphatidylcholine (1-18:1, 2-18:1)	0.0
r_2692	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-18:1, 4-16:1) + phosphatidylcholine (1-16:0, 2-16:1) --> cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1) + 1-acylglycerophosphocholine (16:0)	0.0
r_2692_REV	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1) + 1-acylglycerophosphocholine (16:0) --> monolysocardiolipin (2-18:1, 3-18:1, 4-16:1) + phosphatidylcholine (1-16:0, 2-16:1)	0.0
r_2693	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-18:1, 4-16:1) + phosphatidylcholine (1-16:1, 2-16:1) --> cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1) + 1-acylglycerophosphocholine (16:1)	0.0
r_2693_REV	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1) + 1-acylglycerophosphocholine (16:1) --> monolysocardiolipin (2-18:1, 3-18:1, 4-16:1) + phosphatidylcholine (1-16:1, 2-16:1)	0.0
r_2694	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-18:1, 4-16:1) + phosphatidylcholine (1-18:0, 2-16:1) --> cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1) + 1-acylglycerophosphocholine (18:0)	0.0
r_2694_REV	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1) + 1-acylglycerophosphocholine (18:0) --> monolysocardiolipin (2-18:1, 3-18:1, 4-16:1) + phosphatidylcholine (1-18:0, 2-16:1)	0.0
r_2695	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-18:1, 4-16:1) + phosphatidylcholine (1-18:1, 2-16:1) --> cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1) + 1-acylglycerophosphocholine (18:1)	0.0
r_2695_REV	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1) + 1-acylglycerophosphocholine (18:1) --> monolysocardiolipin (2-18:1, 3-18:1, 4-16:1) + phosphatidylcholine (1-18:1, 2-16:1)	0.0
r_2696	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-18:1, 4-16:1) + phosphatidylcholine (1-16:0, 2-18:1) --> 1-acylglycerophosphocholine (16:0) + cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)	0.0
r_2696_REV	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + 1-acylglycerophosphocholine (16:0) + cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1) --> monolysocardiolipin (2-18:1, 3-18:1, 4-16:1) + phosphatidylcholine (1-16:0, 2-18:1)	0.0
r_2697	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-18:1, 4-16:1) + phosphatidylcholine (1-16:1, 2-18:1) --> 1-acylglycerophosphocholine (16:1) + cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)	0.0
r_2697_REV	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + 1-acylglycerophosphocholine (16:1) + cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1) --> monolysocardiolipin (2-18:1, 3-18:1, 4-16:1) + phosphatidylcholine (1-16:1, 2-18:1)	0.0
r_2698	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-18:1, 4-16:1) + phosphatidylcholine (1-18:0, 2-18:1) --> 1-acylglycerophosphocholine (18:0) + cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)	0.0
r_2698_REV	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + 1-acylglycerophosphocholine (18:0) + cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1) --> monolysocardiolipin (2-18:1, 3-18:1, 4-16:1) + phosphatidylcholine (1-18:0, 2-18:1)	0.0
r_2699	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-18:1, 4-16:1) + phosphatidylcholine (1-18:1, 2-18:1) --> 1-acylglycerophosphocholine (18:1) + cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)	0.0
r_2699_REV	MLCL (2-18:1, 3-18:1, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + 1-acylglycerophosphocholine (18:1) + cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1) --> monolysocardiolipin (2-18:1, 3-18:1, 4-16:1) + phosphatidylcholine (1-18:1, 2-18:1)	0.0
r_2700	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-16:0, 4-18:1) + phosphatidylcholine (1-16:0, 2-16:1) --> cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1) + 1-acylglycerophosphocholine (16:0)	0.0
r_2700_REV	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1) + 1-acylglycerophosphocholine (16:0) --> monolysocardiolipin (2-18:1, 3-16:0, 4-18:1) + phosphatidylcholine (1-16:0, 2-16:1)	0.0
r_2701	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-16:0, 4-18:1) + phosphatidylcholine (1-16:1, 2-16:1) --> cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1) + 1-acylglycerophosphocholine (16:1)	0.0
r_2701_REV	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1) + 1-acylglycerophosphocholine (16:1) --> monolysocardiolipin (2-18:1, 3-16:0, 4-18:1) + phosphatidylcholine (1-16:1, 2-16:1)	0.0
r_2702	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-16:0, 4-18:1) + phosphatidylcholine (1-18:0, 2-16:1) --> cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1) + 1-acylglycerophosphocholine (18:0)	0.0
r_2702_REV	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1) + 1-acylglycerophosphocholine (18:0) --> monolysocardiolipin (2-18:1, 3-16:0, 4-18:1) + phosphatidylcholine (1-18:0, 2-16:1)	0.0
r_2703	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-16:0, 4-18:1) + phosphatidylcholine (1-18:1, 2-16:1) --> cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1) + 1-acylglycerophosphocholine (18:1)	0.0
r_2703_REV	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1) + 1-acylglycerophosphocholine (18:1) --> monolysocardiolipin (2-18:1, 3-16:0, 4-18:1) + phosphatidylcholine (1-18:1, 2-16:1)	0.0
r_2704	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-16:0, 4-18:1) + phosphatidylcholine (1-16:0, 2-18:1) --> 1-acylglycerophosphocholine (16:0) + cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)	0.0
r_2704_REV	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + 1-acylglycerophosphocholine (16:0) + cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1) --> monolysocardiolipin (2-18:1, 3-16:0, 4-18:1) + phosphatidylcholine (1-16:0, 2-18:1)	0.0
r_2705	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-16:0, 4-18:1) + phosphatidylcholine (1-16:1, 2-18:1) --> 1-acylglycerophosphocholine (16:1) + cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)	0.0
r_2705_REV	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + 1-acylglycerophosphocholine (16:1) + cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1) --> monolysocardiolipin (2-18:1, 3-16:0, 4-18:1) + phosphatidylcholine (1-16:1, 2-18:1)	0.0
r_2706	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-16:0, 4-18:1) + phosphatidylcholine (1-18:0, 2-18:1) --> 1-acylglycerophosphocholine (18:0) + cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)	0.0
r_2706_REV	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + 1-acylglycerophosphocholine (18:0) + cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1) --> monolysocardiolipin (2-18:1, 3-16:0, 4-18:1) + phosphatidylcholine (1-18:0, 2-18:1)	0.0
r_2707	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-16:0, 4-18:1) + phosphatidylcholine (1-18:1, 2-18:1) --> 1-acylglycerophosphocholine (18:1) + cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)	0.0
r_2707_REV	MLCL (2-18:1, 3-16:0, 4-18:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + 1-acylglycerophosphocholine (18:1) + cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1) --> monolysocardiolipin (2-18:1, 3-16:0, 4-18:1) + phosphatidylcholine (1-18:1, 2-18:1)	0.0
r_2708	MLCL (2-18:1, 3-16:1, 4-18:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-16:1, 4-18:1) + phosphatidylcholine (1-16:0, 2-16:1) --> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1) + 1-acylglycerophosphocholine (16:0)	0.0
r_2708_REV	MLCL (2-18:1, 3-16:1, 4-18:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane (reversible)	0.04273831631073971 prot_Q06510 + cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1) + 1-acylglycerophosphocholine (16:0) --> monolysocardiolipin (2-18:1, 3-16:1, 4-18:1) + phosphatidylcholine (1-16:0, 2-16:1)	0.0
r_2709	MLCL (2-18:1, 3-16:1, 4-18:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	0.04273831631073971 prot_Q06510 + monolysocardiolipin (2-18:1, 3-16:1, 4-18:1) + phosphatidylcholine (1-16:1, 2-16:1) --> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1) + 1-acylglycerophosphocholine (16:1)	0.0
